Name,Adjusted Character,Attributes,Blessing of the Lantern,BotL Date in GL,BotL Date in JP,BotL Lv.2 Date in JP,BotL Lv.2 in JP,Class,Class Breakthrough,Class Breakthrough Date in GL,Class Breakthrough Date in JP,Continent,Crit,Crit (Lv. 120),E.Atk,E.Atk (Lv. 120),E.Def,E.Def (Lv. 120),GL Release Date,GL Score,GL Tier,General pool,HP,HP (Lv. 120),Influence,JP Release Date,JP Tier,JP game8 Score,Japanese Name,Job,Location,Obtained from,Overcharge,Overcharge Date in GL,Overcharge Date in JP,P.Atk,P.Atk (Lv. 120),P.Def,P.Def (Lv. 120),SP,SP (Lv. 120),Spd,Spd (Lv. 120),Ultimate Priority,Weakness to hit
Partitio EX,,"Character%20List/Dagger%2029.png, Character%20List/Staff%204.png",Available in JP,,13 de marzo de 2025,18 de diciembre de 2025,Available in JP,⭐️⭐️⭐️⭐️⭐️,Available in JP,,13 de marzo de 2025,Overworld (Dragon Quest III),488,538,216,266,218,268,,,,Never,2922,3742,Opulence,13 de marzo de 2025,S,"9,8",パルテティオEx,Thief,Memoir,Dragon Quest III Crossover Guidance,Available in JP,,13 de marzo de 2025,358,423,235,255,322,402,435,500,,"Dagger, Staff"
Therese EX,,"Character%20List/Staff%208.png, Character%20List/Wind%2055.png, Character%20List/Lightning%2012.png",Available in JP,,13 de marzo de 2025,18 de diciembre de 2025,Available in JP,⭐️⭐️⭐️⭐️⭐️,Available in JP,,13 de marzo de 2025,Overworld (Dragon Quest III),253,288,450,515,329,394,,,,Never,2792,3532,Approval,13 de marzo de 2025,B,"9,6",テレーズEx,Cleric,Memoir,Dragon Quest III Crossover Guidance,Available in JP,,13 de marzo de 2025,331,381,252,302,430,510,296,346,,"Lightning, Staff, Wind"
Tiziano,,"Character%20List/Dagger%2040.png, Character%20List/Wind%2057.png",Available in GL,18 de septiembre de 2025,28 de abril de 2024,8 de enero de 2026,Available in JP,⭐️⭐️⭐️⭐️⭐️,Available in GL,18 de septiembre de 2025,28 de abril de 2024,Orsterra,308,358,241,291,243,293,18 de septiembre de 2025,"9,67",S+ (10.00 - 9.00),Never,2912,3732,Wealth,28 de abril de 2024,S,"9,8",ティツィアーノ,Thief,Memoir,Traveler of Memories,Available in JP,,5 de diciembre de 2024,398,463,270,290,372,452,460,525,,"Dagger, Wind"
Avar,,"Character%20List/Axe%204.png, Character%20List/Sword%206.png, Character%20List/Fire%205.png, Character%20List/Dark%205.png",Available in JP,,10 de abril de 2025,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in JP,,10 de abril de 2025,Solistia,208,258,241,306,253,303,,,,Never,3220,4040,Domination,10 de abril de 2025,S+,"9,9",アヴァル,Apothecary,Memoir Logs,Champion of Memories,Available in JP,,10 de abril de 2025,475,525,402,452,368,438,301,351,,"Axe, Dark, Fire, Sword"
Ochette EX,No,"Character%20List/Sword%2038.png, Character%20List/Polearm%204.png, Character%20List/Dagger%2027.png, Character%20List/Axe%2025.png, Character%20List/Bow%2027.png, Character%20List/Staff%203.png, Character%20List/Tome%2032.png, Character%20List/Fan%2030.png, Character%20List/Fire%2043.png, Character%20List/Ice%2032.png, Character%20List/Lightning%209.png",Available in GL,15 de enero de 2026,24 de abril de 2025,5 de febrero de 2026,Available in JP,⭐️⭐️⭐️⭐️⭐️,Available in GL,15 de enero de 2026,24 de abril de 2025,Solistia,253,303,247,297,241,291,15 de enero de 2026,,,Never,3082,3902,Opulence,24 de abril de 2025,S,"9,8",オーシュットEx,Warrior,Memoir Logs,Memoirs of Solistia,Available in GL,15 de enero de 2026,24 de abril de 2025,429,494,348,413,396,466,335,370,,"Axe, Bow, Dagger, Fan, Fire, Ice, Lightning, Polearm, Staff, Sword, Tome"
Osvald EX,No,"Character%20List/Dark%2036.png, Character%20List/Light%2047.png",Available in GL,15 de enero de 2026,24 de abril de 2025,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,15 de enero de 2026,24 de abril de 2025,Solistia,233,268,495,560,409,474,15 de enero de 2026,,,Never,2712,3452,Domination,24 de abril de 2025,S+,"9,9",オズバルドEx,Cleric,Memoir Logs,Memoirs of Solistia,Available in GL,15 de enero de 2026,24 de abril de 2025,231,281,232,282,470,550,276,326,,"Dark, Light"
Castti EX,,"Character%20List/Fan%205.png, Character%20List/Ice%206.png, Character%20List/Wind%208.png",Available in JP,,8 de mayo de 2025,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in JP,,8 de mayo de 2025,Solistia,297,332,502,567,272,322,,,,Never,2976,3796,Approval,8 de mayo de 2025,S,"9,8",キャスティEx,Dancer,Memoir Logs,Memoirs of Solistia,Available in JP,,8 de mayo de 2025,220,270,200,250,504,574,337,402,,"Fan, Ice, Wind"
Magnolia,,"Character%20List/Spear_Polearm%2019.png, Character%20List/Lightning_Thunder%2024.png",Available in GL,17 de abril de 2025,7 de diciembre de 2023,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,17 de abril de 2025,7 de diciembre de 2023,Luxendarc (BRAVELY DEFAULT),281,316,240,290,270,320,17 de abril de 2025,"8,18",A (8.24 - 7.00),Never,3360,4260,Power,7 de diciembre de 2023,B,"9,6",マグノリア,Merchant,Memoir,BRAVELY DEFAULT Crossover Guidance,Unavailable,,,454,519,348,398,332,412,240,275,,"Lightning, Polearm"
Signa,No,"Character%20List/Fan%2035.png, Character%20List/Fire%2061.png, Character%20List/Light%2057.png",Available in GL,30 de enero de 2025,28 de septiembre de 2023,5 de febrero de 2026,Available in JP,⭐️⭐️⭐️⭐️⭐️,Available in GL,24 de julio de 2025,3 de octubre de 2024,Orsterra,262,297,402,467,342,392,24 de julio de 2024,"9,83",S+ (10.00 - 9.00),Never,2676,3496,Fame,28 de abril de 2023,S+,"9,9",シグナ,Dancer,Memoir,Traveler of Memories,Available in GL,30 de octubre de 2025,24 de octubre de 2024,245,295,255,305,504,574,397,462,U Lv10 Game Changer,"Fan, Fire, Light"
Esmeralda,,Character%20List/Dagger%2013.png,Available in JP,,5 de junio de 2025,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in JP,,5 de junio de 2025,Orsterra,308,358,236,286,243,293,,,,Never,2912,3732,Power,5 de junio de 2025,S,"9,8",エスメラルダ,Thief,Memoir,Champion of Memories,Available in JP,,5 de junio de 2025,423,488,275,295,352,432,480,545,,Dagger
Mahrez,,"Character%20List/Sword%2030.png, Character%20List/Polearm%203.png, Character%20List/Dagger%2025.png, Character%20List/Axe%2018.png, Character%20List/Bow%2024.png, Character%20List/Staff%201.png, Character%20List/Tome%2023.png, Character%20List/Fan%2024.png, Character%20List/Lightning%208.png, Character%20List/Light%2034.png",Available in JP,,29 de mayo de 2025,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in JP,,29 de mayo de 2025,Orsterra,248,298,227,277,271,321,,,,Never,3260,4080,Power,29 de mayo de 2025,A,"9,7",マフレズ,Warrior,Memoir,Traveler of Memories,Available in JP,,29 de mayo de 2025,474,539,338,403,306,376,315,350,,"Axe, Bow, Dagger, Fan, Light, Lightning, Polearm, Staff, Sword, Tome"
Helga,,"Character%20List/Spear_Polearm%2013.png, Character%20List/Ice%2015.png",Available in GL,16 de enero de 2025,31 de agosto de 2023,,Unavailable,⭐️⭐️⭐️⭐️,Available in GL,,26 de septiembre de 2024,Orsterra,251,286,278,328,294,344,27 de julio de 2022,,,Yes,3464,4364,Power,28 de octubre de 2020,F,"8,5",ヘルガ,Merchant,Cragspear,Chance Encounters,Available in GL,30 de octubre de 2025,5 de diciembre de 2024,352,417,350,400,317,397,223,258,,"Ice, Polearm"
Cassia,,"Character%20List/Bow%205.png, Character%20List/Wind%207.png, Character%20List/Light%208.png, Character%20List/Dark%207.png",Available in JP,,30 de junio de 2025,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in JP,,30 de junio de 2025,Solistia,355,420,265,315,263,283,,,,Never,3022,3842,Domination,30 de junio de 2025,A,"9,7",ケイシア,Hunter,Memoir Logs,Sacred Blaze Guidance,Available in JP,,30 de junio de 2025,427,492,213,263,406,486,360,410,,"Bow, Dark, Light, Wind"
Kazan,,"Character%20List/Tome%2018.png, Character%20List/Fire%2030.png, Character%20List/Wind%2020.png",Available in JP,,19 de junio de 2025,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in JP,,19 de junio de 2025,Solistia,321,371,454,519,315,365,,,,Never,2826,3486,Domination,19 de junio de 2025,S,"9,8",カザン,Scholar,Memoir Logs,Memoirs of Solistia,Available in JP,,19 de junio de 2025,216,266,256,306,582,672,243,293,,"Fire, Tome, Wind"
Aoi,,"Character%20List/Sword%205.png, Character%20List/Lightning%201.png, Character%20List/Wind%203.png",Available in JP,,19 de junio de 2025,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in JP,,,Solistia,288,338,242,292,231,281,,,,Never,3212,4032,Domination,19 de junio de 2025,A,"9,7",アオイ,Warrior,Memoir Logs,Tourney,Available in JP,,,439,504,293,358,306,376,345,380,,"Lightning, Sword, Wind"
Aviete,,"Character%20List/Staff.png, Character%20List/Sword%207.png, Character%20List/Polearm.png, Character%20List/Dagger%205.png, Character%20List/Tome%203.png, Character%20List/Fan%203.png, Character%20List/Fire%206.png, Character%20List/Ice%204.png, Character%20List/Lightning%202.png, Character%20List/Wind%204.png, Character%20List/Light%206.png, Character%20List/Dark%206.png",Available in JP,,17 de julio de 2025,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in JP,,17 de julio de 2025,Orsterra,228,263,435,500,389,454,,,,Never,2762,3502,Fame,17 de julio de 2025,S+,"9,9",アヴィーテ,Cleric,Memoir,Traveler of Memories,Available in JP,,17 de julio de 2025,216,266,302,352,450,530,331,381,,"Dark, Fire, Ice, Light, Lightning, Staff, Wind"
Rondo EX,,"Character%20List/Sword%2048.png, Character%20List/Dagger%2034.png, Character%20List/Tome%2038.png, Character%20List/Ice%2040.png, Character%20List/Light%2054.png, Character%20List/Dark%2046.png",Available in JP,,31 de julio de 2025,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in JP,,31 de julio de 2025,Orsterra,266,316,484,549,310,360,,,,Never,2936,3596,Fame,31 de julio de 2025,S+,"9,9",ロンドEx,Scholar,Memoir,Summer Guidance (Eltrix EX & Rondo EX),Available in JP,,31 de julio de 2025,201,251,246,296,572,662,273,323,,"Dagger, Dark, Ice, Light, Sword, Tome"
Eltrix EX,,"Character%20List/Sword%2019.png, Character%20List/Axe%2011.png, Character%20List/Bow%2010.png, Character%20List/Ice%2011.png",Available in JP,,31 de julio de 2025,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in JP,,31 de julio de 2025,Orsterra,285,350,445,495,258,278,,,,Never,3202,4022,Wealth,31 de julio de 2025,S,"9,8",エルトリクスEx,Hunter,Memoir,Summer Guidance (Eltrix EX & Rondo EX),Available in JP,,31 de julio de 2025,292,357,228,278,386,466,330,380,,"Axe, Bow, Ice, Sword"
Locke,,"Character%20List/Dagger%2023.png, Character%20List/Bow%2020.png, Character%20List/Fire%2033.png, Character%20List/Ice%2026.png, Character%20List/Lightning%206.png",Available in JP,,28 de agosto de 2025,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in JP,,28 de agosto de 2025,World of Balance (Final Fantasy VI),338,388,216,266,228,278,,,,Never,2892,3712,Wealth,28 de agosto de 2025,S+,"9,9",ロック,Thief,Memoir,Final Fantasy VI Crossover Guidance,Available in JP,,28 de agosto de 2025,463,528,265,285,352,432,435,500,,"Bow, Dagger, Fire, Ice, Lightning"
Terra,,"Character%20List/Tome%2043.png, Character%20List/Fire%2066.png, Character%20List/Ice%2046.png, Character%20List/Lightning%2011.png, Character%20List/Wind%2054.png, Character%20List/Light%2061.png, Character%20List/Dark%2055.png",Available in JP,,28 de agosto de 2025,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in JP,,28 de agosto de 2025,World of Balance (Final Fantasy VI),311,361,464,529,325,375,,,,Never,2846,3506,Power,28 de agosto de 2025,S+,"9,9",ティナ,Scholar,Memoir,Final Fantasy VI Crossover Guidance,Available in JP,,28 de agosto de 2025,196,246,251,301,602,692,263,313,,"Dark, Fire, Ice, Light, Lightning, Tome, Wind"
Edgar,,"Character%20List/Polearm%201.png, Character%20List/Axe%208.png, Character%20List/Bow%208.png, Character%20List/Light%2018.png",Available in JP,,28 de agosto de 2025,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in JP,,28 de agosto de 2025,World of Balance (Final Fantasy VI),261,296,225,275,290,340,,,,Never,3440,4340,Fame,28 de agosto de 2025,S+,"9,9",エドガー,Merchant,Memoir,Final Fantasy VI Crossover Guidance,Available in JP,,28 de agosto de 2025,414,479,358,408,382,462,225,260,,"Axe, Bow, Light, Polearm"
Emil,,"Character%20List/Staff_Staves%207.png, Character%20List/Tome%2010.png, Character%20List/Dark%2018.png",Available in GL,4 de septiembre de 2025,29 de febrero de 2024,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,4 de septiembre de 2025,29 de febrero de 2024,NieR Universe (NieR series),253,288,465,530,334,399,4 de septiembre de 2025,"8,07",A (8.24 - 7.00),Never,2762,3502,Wealth,29 de febrero de 2024,A,"9,7",エミール,Cleric,Memoir,NieR Replicant Crossover Guidance,Available in JP,,28 de noviembre de 2024,226,276,257,307,590,670,286,336,,"Dark, Staff, Tome"
Setzer,,"Character%20List/Bow%2034.png, Character%20List/Fire%2060.png, Character%20List/Wind%2047.png, Character%20List/Light%2056.png, Character%20List/Dark%2049.png",Available in JP,,25 de septiembre de 2025,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in JP,,25 de septiembre de 2025,World of Balance (Final Fantasy VI),405,470,190,240,268,288,,,,Never,3092,3912,Opulence,25 de septiembre de 2025,S+,"9,9",セッツァー,Hunter,Memoir,Final Fantasy VI Crossover Guidance,Available in JP,,25 de septiembre de 2025,437,502,238,288,386,466,330,380,,"Bow, Dark, Fire, Light, Wind"
Celes,,"Character%20List/Sword%209.png, Character%20List/Ice%207.png, Character%20List/Light%2011.png",Available in JP,,25 de septiembre de 2025,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in JP,,25 de septiembre de 2025,World of Balance (Final Fantasy VI),263,313,442,492,281,331,,,,Never,3072,3892,Domination,25 de septiembre de 2025,S,"9,8",セリス,Warrior,Memoir,Final Fantasy VI Crossover Guidance,Available in JP,,25 de septiembre de 2025,284,349,333,398,336,406,285,320,,"Ice, Light, Sword"
Relm,,"Character%20List/Fan%2033.png, Character%20List/Dagger%2031.png, Character%20List/Fire%2053.png, Character%20List/Ice%2038.png, Character%20List/Lightning%2010.png, Character%20List/Wind%2041.png, Character%20List/Light%2051.png, Character%20List/Dark%2043.png",Available in JP,,25 de septiembre de 2025,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in JP,,25 de septiembre de 2025,World of Balance (Final Fantasy VI),227,262,517,582,307,357,,,,Never,2676,3496,Approval,25 de septiembre de 2025,S+,10,リルム,Dancer,Memoir,Final Fantasy VI Crossover Guidance,Available in JP,,25 de septiembre de 2025,230,280,210,260,514,584,402,467,,"Dagger, Dark, Fan, Fire, Ice, Light, Lightning, Wind"
9S,,"Character%20List/Spear_Polearm.png, Character%20List/Fire%201.png, Character%20List/Lightning_Thunder.png",Available in GL,4 de septiembre de 2025,14 de marzo de 2024,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,4 de septiembre de 2025,14 de marzo de 2024,NieR Universe (NieR series),216,251,389,439,290,340,22 de marzo de 2023,"3,46",E (3.99 - 0.00),Never,3240,4140,Wealth,1 de marzo de 2022,E,"9,1",9S,Merchant,Memoir,NieR:Automata Crossover Guidance,Available in JP,,28 de noviembre de 2024,235,300,353,403,362,442,320,355,U Lv10 before A1,"Fire, Lightning, Polearm"
Pardis III EX,,"Character%20List/Light%2048.png, Character%20List/Ice%2036.png, Character%20List/Wind%2040.png",Available in JP,,9 de octubre de 2025,23 de octubre de 2025,Available in JP,⭐️⭐️⭐️⭐️⭐️,Available in JP,,9 de octubre de 2025,Orsterra,283,318,520,585,309,374,,,,Never,2812,3552,Power,9 de octubre de 2025,S+,10,パーディス三世の詳細,Cleric,Memoir,Sacred Hearts,Available in JP,,9 de octubre de 2025,196,246,262,312,530,610,326,376,,Light
Elrica EX2,,"Character%20List/Fan%209.png, Character%20List/Sword%2017.png, Character%20List/Light%2021.png, Character%20List/Lightning%204.png",Available in JP,,9 de octubre de 2025,23 de octubre de 2025,Available in JP,⭐️⭐️⭐️⭐️⭐️,Available in JP,,9 de octubre de 2025,Orsterra,307,342,572,637,272,322,,,,Never,2796,3616,Power,9 de octubre de 2025,S,"9,8",エリカの詳細,Dancer,Memoir,Sacred Hearts,Available in JP,,9 de octubre de 2025,270,320,210,260,534,604,282,347,,"Light, Lightning, Sword"
Alaune EX2,,"Character%20List/Sword%203.png, Character%20List/Fire%204.png, Character%20List/Ice%201.png, Character%20List/Lightning.png, Character%20List/Wind%202.png, Character%20List/Light%204.png, Character%20List/Dark%202.png",Available in JP,,23 de octubre de 2025,23 de octubre de 2025,Available in JP,⭐️⭐️⭐️⭐️⭐️,Available in JP,,23 de octubre de 2025,Orsterra,378,428,512,562,321,371,,,,Never,3442,4262,Power,23 de octubre de 2025,S+,10,剣士アラウネ,Warrior,Memoir,Traveler of Memories,Available in JP,,23 de octubre de 2025,354,419,368,433,426,496,235,270,,"Dark, Fire, Ice, Light, Lightning, Sword, Wind"
Richard EX,,"Character%20List/Sword%2045.png, Character%20List/Polearm%205.png, Character%20List/Dagger%2033.png, Character%20List/Axe%2029.png, Character%20List/Bow%2030.png, Character%20List/Staff%205.png, Character%20List/Tome%2037.png, Character%20List/Fan%2034.png",Available in JP,,23 de octubre de 2025,23 de octubre de 2025,Available in JP,⭐️⭐️⭐️⭐️⭐️,Available in JP,,23 de octubre de 2025,Orsterra,416,451,245,295,310,360,,,,Never,3750,4650,Fame,23 de octubre de 2025,S+,10,商人リシャール,Merchant,Memoir,Traveler of Memories,Available in JP,,23 de octubre de 2025,549,614,398,448,392,472,225,260,,"Axe, Bow, Dagger, Fan, Polearm, Staff, Sword, Tome"
Mirgardi,,"Character%20List/Fan%2027.png, Character%20List/Axe%2020.png, Character%20List/Fire%2036.png, Character%20List/Wind%2031.png",Available in GL,1 de mayo de 2025,21 de diciembre de 2023,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,1 de mayo de 2025,21 de diciembre de 2023,Solistia,240,275,292,357,277,327,1 de mayo de 2025,"4,69",D (4.99 - 4.00),Never,2886,3706,Opulence,30 de enero de 2024,D,"9,2",ミルガルディ,Dancer,Memoir Logs,Tourney,Unavailable,,,415,465,267,317,434,504,342,407,,"Axe, Fan, Fire, Wind"
Gilderoy,,"Character%20List/Spear_Polearm%2011.png, Character%20List/Lightning_Thunder%2011.png",Available in GL,16 de enero de 2025,4 de agosto de 2023,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,24 de julio de 2025,12 de septiembre de 2024,Orsterra,251,286,280,330,300,350,27 de julio de 2022,"4,39",D (4.99 - 4.00),Yes,3528,4428,Power,28 de octubre de 2020,C,"9,4",ギルデロイ,Merchant,Clearbrook,Chance Encounters,Available in JP,,16 de enero de 2025,354,419,363,413,322,402,208,243,U Lv10 before A1,"Lightning, Polearm"
Feintz,,"Character%20List/Sword%2020.png, Character%20List/Polearm%202.png, Character%20List/Fire%2020.png",Available in JP,,6 de noviembre de 2025,6 de noviembre de 2025,Available in JP,⭐️⭐️⭐️⭐️⭐️,Available in JP,,6 de noviembre de 2025,Orsterra,363,413,247,297,301,351,,,,Never,3612,4432,Power,6 de noviembre de 2025,A,"9,7",フェインツ,Warrior,Memoir,Traveler of Memories,Available in JP,,6 de noviembre de 2025,489,554,378,443,396,466,390,425,,"Fire, Polearm, Sword"
Fiore EX,,Character%20List/Fan%2012.png,Available in GL,14 de agosto de 2025,8 de agosto de 2023,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,14 de agosto de 2025,25 de julio de 2024,Orsterra,333,368,237,302,241,291,9 de agosto de 2023,"6,64",B (6.99 - 6.00),Never,3222,4042,Fame,8 de agosto de 2022,A,"9,7",フィオルEx,Dancer,Rippletide,The Marine Travelers,Available in JP,,14 de agosto de 2025,404,454,343,393,286,356,310,375,Leave it at U Lv9,Fan
Yomi,,"Character%20List/Fan%2038.png, Character%20List/Sword%2060.png, Character%20List/Ice%2050.png, Character%20List/Light%2066.png",Available in JP,,20 de noviembre de 2025,20 de noviembre de 2025,Available in JP,⭐️⭐️⭐️⭐️⭐️,Available in JP,,20 de noviembre de 2025,Solistia,277,312,467,532,392,442,,,,Never,3276,4096,Approval,20 de noviembre de 2025,S,"9,8",ヨミ,Dancer,Memoir Logs,Memoirs of Solistia,Available in JP,,20 de noviembre de 2025,295,345,305,355,554,624,412,477,,"Fan, Ice, Light, Sword"
Cecily,,"Character%20List/Spear_Polearm%205.png, Character%20List/Axe%206.png, Character%20List/Tome%204.png, Character%20List/Light%2010.png",Available in GL,20 de febrero de 2025,14 de febrero de 2024,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,20 de febrero de 2025,14 de febrero de 2024,Orsterra,216,251,270,320,270,320,13 de septiembre de 2023,"8,21",A (8.24 - 7.00),Yes,3290,4190,Fame,7 de octubre de 2021,C,"9,3",セシリー,Merchant,Grandport,Chance Encounters,Unavailable,,,384,449,313,363,397,477,330,365,Leave it at U Lv9,"Axe, Light, Polearm, Tome"
Yunnie,,"Character%20List/Bow%2038.png, Character%20List/Sword%2062.png, Character%20List/Spear_Polearm%2039.png, Character%20List/Axe%2043.png, Character%20List/Fire%2073.png",Available in GL,1 de mayo de 2025,31 de enero de 2024,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,1 de mayo de 2025,31 de enero de 2024,Orsterra,375,440,240,290,233,253,15 de febrero de 2023,"6,21",B (6.99 - 6.00),Never,3042,3862,Fame,21 de julio de 2021,D,"9,2",ユーニィ,Hunter,Grandport,Tourney,Unavailable,,,407,472,218,268,381,461,350,400,A4 before U Lv10,"Axe, Bow, Fire, Polearm, Sword"
Reime,,"Character%20List/Sword%2043.png, Character%20List/Dark%2042.png",Available in JP,,18 de diciembre de 2025,18 de diciembre de 2025,Available in JP,⭐️⭐️⭐️⭐️⭐️,Available in JP,,18 de diciembre de 2025,Orsterra,378,428,227,277,251,301,,,,Never,3132,3952,Power,18 de diciembre de 2025,A,"9,7",レイメ,Warrior,Memoir,Tourney,Available in JP,,18 de diciembre de 2025,454,519,328,393,336,406,305,340,,"Dark, Sword"
Nada,,"Character%20List/Tome%2027.png, Character%20List/Light%2041.png",Available in JP,,4 de diciembre de 2025,4 de diciembre de 2025,Available in JP,⭐️⭐️⭐️⭐️⭐️,Available in JP,,4 de diciembre de 2025,Solistia,316,366,509,574,370,420,,,,Never,3396,4056,Approval,4 de diciembre de 2025,A,"9,7",ナーダ,Scholar,Memoir Logs,Memoirs of Solistia,Available in JP,,4 de diciembre de 2025,266,316,306,356,622,712,313,363,,"Light, Tome"
Lynette EX,,"Character%20List/Dagger%2024.png, Character%20List/Fire%2035.png, Character%20List/Ice%2028.png, Character%20List/Lightning%207.png, Character%20List/Wind%2028.png, Character%20List/Light%2033.png, Character%20List/Dark%2027.png",Available in GL,25 de diciembre de 2025,,,Available in JP,⭐️⭐️⭐️⭐️⭐️,Available in GL,25 de diciembre de 2025,,Orsterra,330,380,435,485,258,308,25 de diciembre de 2025,,,Never,2901,3721,Fame,,,,リネットEx,Thief,Memoir,Seaside Traveler,Available in GL,25 de diciembre de 2025,,231,296,278,298,466,546,430,495,,"Dagger, Dark, Fire, Ice, Light, Lightning, Wind"
Miles,No,"Character%20List/Sword%2032.png, Character%20List/Light%2038.png",Available in GL,16 de enero de 2025,4 de agosto de 2023,5 de febrero de 2026,Available in JP,⭐️⭐️⭐️⭐️,Available in GL,16 de enero de 2025,21 de diciembre de 2023,Orsterra,311,361,241,291,261,311,27 de julio de 2022,,,Yes,3230,4050,Power,28 de octubre de 2020,F,8,マイルズ,Warrior,Emberglow,Chance Encounters,Available in GL,30 de octubre de 2025,21 de noviembre de 2024,378,443,352,417,291,361,274,309,,"Light, Sword"
Levina EX,,"Character%20List/Dagger%2022.png, Character%20List/Lightning%205.png, Character%20List/Wind%2026.png",Available in JP,,1 de enero de 2026,1 de enero de 2026,Available in JP,⭐️⭐️⭐️⭐️⭐️,Available in JP,,1 de enero de 2026,Orsterra,498,548,271,321,228,278,,,,Never,3252,4072,Wealth,1 de enero de 2026,S+,"9,9",レヴィーナEx,Thief,Memoir,Glaze Travelers (Tiziano EX & Levina EX),Available in JP,,1 de enero de 2026,458,523,255,275,502,582,490,555,,"Dagger, Lightning, Wind"
Tiziano EX,,"Character%20List/Polearm%207.png, Character%20List/Dagger%2041.png, Character%20List/Wind%2058.png",Available in JP,,1 de enero de 2026,1 de enero de 2026,Available in JP,⭐️⭐️⭐️⭐️⭐️,Available in JP,,1 de enero de 2026,Orsterra,341,376,295,345,315,365,,,,Never,4030,4930,Wealth,1 de enero de 2026,S,"9,8",ティツィアーノEx,Merchant,Memoir,Glaze Travelers (Tiziano EX & Levina EX),Available in JP,,1 de enero de 2026,484,549,348,398,362,442,285,320,,"Polearm, Wind"
Kilns,,"Character%20List/Bow%2018.png, Character%20List/Lightning_Thunder%2016.png",Available in GL,20 de marzo de 2025,9 de noviembre de 2023,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,20 de marzo de 2025,9 de noviembre de 2023,Orsterra,395,460,210,260,293,313,3 de octubre de 2024,"9,43",S+ (10.00 - 9.00),Never,3372,4192,Power,9 de noviembre de 2023,A,"9,7",キルン,Hunter,Memoir,Traveler of Memories,Available in GL,6 de noviembre de 2025,23 de enero de 2025,372,437,268,318,371,451,365,415,,Bow
Shana,,"Character%20List/Axe%2034.png, Character%20List/Lightning_Thunder%2040.png, Character%20List/Wind%2048.png",Available in GL,8 de mayo de 2025,11 de abril de 2024,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,8 de mayo de 2025,11 de abril de 2024,Orsterra,198,248,291,356,268,318,8 de mayo de 2025,"9,63",S+ (10.00 - 9.00),Never,2930,3750,Fame,11 de abril de 2024,S+,10,シャナ,Apothecary,Memoir,Traveler of Memories,Available in JP,,20 de febrero de 2025,335,385,372,422,580,650,311,361,,"Axe, Lightning, Wind"
Xerc,No,"Character%20List/Tome%2047.png, Character%20List/Fire%2071.png, Character%20List/Ice%2048.png, Character%20List/Lightning%2013.png, Character%20List/Wind%2061.png, Character%20List/Light%2065.png, Character%20List/Dark%2059.png",Available in GL,29 de enero de 2026,,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,29 de enero de 2026,,Orsterra,246,296,464,529,320,370,29 de enero de 2026,,,Never,2761,3421,Wealth,,,,セルク,Scholar,Memoir,Traveler of Memories,Available in GL,29 de enero de 2026,,191,241,271,321,572,662,298,348,,"Dark, Fire, Ice, Light, Lightning, Tome, Wind"
Stia,No,"Character%20List/Axe%2040.png, Character%20List/Staff%207.png, Character%20List/Tome%2041.png, Character%20List/Wind%2051.png",Available in JP,,22 de enero de 2026,22 de enero de 2026,Available in JP,⭐️⭐️⭐️⭐️⭐️,Available in JP,,22 de enero de 2026,Orsterra,333,383,311,376,298,348,,,,Never,3720,4540,Fame,22 de enero de 2026,A,"9,7",,Apothecary,Memoir,Traveler of Memories,Available in JP,,22 de enero de 2026,485,535,417,467,408,478,291,341,,"Axe, Staff, Tome, Wind"
